Iteration,Solutions
1,0.0925000011920929
2,0.10266666859388351
3,0.9021666646003723
4,0.10316666960716248
5,0.9075000286102295
6,0.09849999845027924
7,0.9053333401679993
8,0.10083333402872086
9,0.7458333373069763
10,0.8923333287239075
11,0.8195000290870667
12,0.09733333438634872
13,0.09416666626930237
14,0.9120000004768372
15,0.9164999723434448
16,0.8999999761581421
17,0.0925000011920929
18,0.7733333110809326
19,0.8023333549499512
20,0.9108333587646484
21,0.9053333401679993
22,0.9085000157356262
23,0.8061666488647461
24,0.0925000011920929
25,0.8209999799728394
26,0.7776666879653931
27,0.9110000133514404
28,0.8638333082199097
29,0.8333333134651184
30,0.9183333516120911
31,0.7561666369438171
32,0.824999988079071
33,0.9135000109672546
34,0.9154999852180481
35,0.9120000004768372
36,0.9129999876022339
37,0.9133333563804626
38,0.8993333578109741
39,0.9054999947547913
40,0.9045000076293945
41,0.9161666631698608
42,0.9118333458900452
43,0.8618333339691162
44,0.9076666831970215
45,0.9146666526794434
46,0.9150000214576721
47,0.8201666474342346
48,0.8996666669845581
49,0.8765000104904175
50,0.9045000076293945
51,0.9081666469573975
52,0.890333354473114
53,0.9026666879653931
54,0.9048333168029785
55,0.9146666526794434
56,0.9123333096504211
57,0.9153333306312561
58,0.9026666879653931
59,0.9129999876022339
60,0.9126666784286499
61,0.909500002861023
62,0.9073333144187927
63,0.9123333096504211
64,0.9160000085830688
65,0.9054999947547913
66,0.9106666445732117
67,0.9104999899864197
68,0.9160000085830688
69,0.9075000286102295
70,0.8700000047683716
71,0.9168333411216736
72,0.9123333096504211
73,0.9163333177566528
74,0.9190000295639038
75,0.9103333353996277
76,0.9026666879653931
77,0.9123333096504211
78,0.909333348274231
79,0.9156666398048401
80,0.9078333377838135
81,0.9111666679382324
82,0.9168333411216736
83,0.9173333048820496
84,0.9191666841506958
85,0.9156666398048401
86,0.9153333306312561
87,0.9143333435058594
88,0.9169999957084656
89,0.9171666502952576
90,0.9141666889190674
91,0.9129999876022339
92,0.9003333449363708
93,0.9085000157356262
94,0.9128333330154419
95,0.922166645526886
96,0.9144999980926514
97,0.9141666889190674
98,0.918833315372467
99,0.9153333306312561
100,0.9153333306312561
