Iteration,Solutions
1,0.6714000105857849
2,0.6295999884605408
3,0.39879998564720154
4,0.7016000151634216
5,0.6169999837875366
6,0.6660000085830688
7,0.48399999737739563
8,0.6790000200271606
9,0.5910000205039978
10,0.47839999198913574
11,0.6941999793052673
12,0.5928000211715698
13,0.597599983215332
14,0.6692000031471252
15,0.7044000029563904
16,0.6991999745368958
17,0.4607999920845032
18,0.7049999833106995
19,0.6309999823570251
20,0.7062000036239624
21,0.6862000226974487
22,0.6262000203132629
23,0.647599995136261
24,0.5960000157356262
25,0.7544000148773193
26,0.7293999791145325
27,0.5924000144004822
28,0.66839998960495
29,0.6930000185966492
30,0.7080000042915344
31,0.7034000158309937
32,0.7400000095367432
33,0.7623999714851379
34,0.7257999777793884
35,0.6547999978065491
36,0.7541999816894531
37,0.7089999914169312
38,0.7364000082015991
39,0.7337999939918518
40,0.6990000009536743
41,0.7423999905586243
42,0.7279999852180481
43,0.7419999837875366
44,0.7008000016212463
45,0.6926000118255615
46,0.6654000282287598
47,0.6669999957084656
48,0.7246000170707703
49,0.6862000226974487
50,0.5551999807357788
51,0.7728000283241272
52,0.7444000244140625
53,0.7235999703407288
54,0.682200014591217
55,0.6990000009536743
56,0.7106000185012817
57,0.7166000008583069
58,0.7585999965667725
59,0.7228000164031982
60,0.6362000107765198
61,0.7057999968528748
62,0.7671999931335449
63,0.6967999935150146
64,0.6894000172615051
65,0.7378000020980835
66,0.7265999913215637
67,0.6833999752998352
68,0.6015999913215637
69,0.7598000168800354
70,0.7084000110626221
71,0.7124000191688538
72,0.7585999965667725
73,0.7476000189781189
74,0.659600019454956
75,0.7143999934196472
76,0.7328000068664551
77,0.7261999845504761
78,0.7336000204086304
79,0.7612000107765198
80,0.7052000164985657
81,0.7044000029563904
82,0.7156000137329102
83,0.675599992275238
84,0.730400025844574
85,0.7440000176429749
86,0.7314000129699707
87,0.7351999878883362
88,0.6367999911308289
89,0.6704000234603882
90,0.7426000237464905
91,0.6848000288009644
92,0.7594000101089478
93,0.7716000080108643
94,0.7314000129699707
95,0.7386000156402588
96,0.7544000148773193
97,0.7648000121116638
98,0.7035999894142151
99,0.751800000667572
100,0.7138000130653381
